SUBID,NEIGHBOURS
8208338,"['8207926', '8208659', '8209276', '8209351', '8209661', '8205262', '8204723']"
8208342,"['8208323', '8208295', '8208320', '8208347', '8208417', '8208648']"
8208349,"['8208184', '8208395', '8208602', '8208476', '8208212', '8208692', '8208796']"
8208357,"['8207966', '8209517', '8207991', '8207835', '8207029', '8208464', '8207905']"
8208359,"['8208703', '8208713', '8000095', '8000092']"
8208364,"['8208336', '8208587', '8208787', '8000095', '8000092', '8208306', '8208642', '8208795']"
8208369,"['8208061', '8208471', '8213476', '8208556', '8208433', '8213451']"
8208381,"['8208149', '8208159', '8208323', '8208339', '8208541', '8208117', '8208347']"
8208395,"['8208184', '8208349', '8208692', '8208354', '8208067', '8208122']"
8208400,"['8208061', '8208625', '8208676', '8208273', '8208172']"
8208403,"['8208610', '8208755', '8209663', '8207798', '8207794']"
8208406,"['8209690', '8217259', '8207875', '8209523', '8208309', '8209034', '8204617']"
8208408,"['8206965', '8207383', '8208688', '8207346', '8207486', '8208332', '8208083']"
8208423,"['8207191', '8208241', '8209609', '8216600', '8208848', '8209593', '8209199', '8208730', '8207996']"
8208429,"['8208466', '8208925', '8209016', '8209614', '8208177']"
8208430,"['8207488', '8208149', '8208304', '8208339', '8207339', '8207645', '8208347', '8200164']"
8208449,"['8207820', '8208240', '8207796']"
8208457,"['8208257', '8208534', '8208658', '8208704', '8208067', '8208122', '8208693', '8208682']"
8208466,"['8208429', '8208925', '8209391', '8208177']"
8208468,"['8208735', '8208540', '8208572', '8208734', '8208060', '8208608']"
8208471,"['8208369', '8213476', '8208556', '8208579']"
8208474,"['8203924', '8207873', '8209109', '8209276', '8209249', '8208772']"
8208489,"['8207191', '8208578', '8206684', '8208627', '8208090']"
8208492,"['8207743', '8207788', '8208277', '8209663', '8207733']"
8208518,"['8200727', '8207991', '8208464', '8209223']"
8208526,"['8207743', '8209500', '8209501', '8208568', '8209516', '8207733']"
8208528,"['8207944', '8208091', '8209191', '8207854']"
8208529,"['8207966', '8208081', '8206654', '8207835']"
8208534,"['8208257', '8208457', '8208704', '8208480', '8208332', '8208083']"
8208550,"['8211665', '8211986', '8208479', '8208715', '8211648']"
8208565,"['8208314', '8211542', '8212189', '8208553', '8208384']"
8208570,"['8208629', '8208476', '8208212', '8208692', '8207252']"
8208587,"['8208364', '8208787', '8208270', '8208811', '8208306']"
8208592,"['8205985', '8206667', '8208335', '8208692', '8200052', '8207252']"
8208602,"['8208184', '8208349', '8208476', '8208212', '8208796']"
8208606,"['8204853', '8204951', '8208286', '8209442', '8209536', '8208485']"
8208610,"['8207726', '8208130', '8208403', '8208755', '8208049', '8207794']"
8208625,"['8208061', '8208233', '8208288', '8208400', '8208703', '8208713', '8208172', '8208556', '8211817']"
8208629,"['8207190', '8208570', '8208476', '8200342', '8207691', '8208825', '8208410', '8208098', '8207252']"
8208647,"['8208173', '8208336', '8208717']"
8208658,"['8206667', '8206715', '8208257', '8208335', '8208457', '8208348', '8208067']"
8208659,"['8203924', '8204692', '8208338', '8209276', '8204723', '8203910']"
8208668,"['8212119', '8211976', '8211483', '8208290', '8212030']"
8208676,"['8208061', '8208400', '8208295', '8208273', '8208433']"
8208688,"['8207383', '8208408', '8208819', '8211939', '8208083']"
8208703,"['8208359', '8208625', '8208713', '8208172', '8208496', '8208567', '8208064', '8000095']"
8208704,"['8208457', '8208534', '8208682', '8208083']"
8208713,"['8208288', '8208359', '8208625', '8208703', '8000092', '8208795', '8208715']"
8208717,"['8208282', '8208316', '8208326', '8208336', '8208647', '8208787']"
8208721,"['8209391', '8209088', '8208645', '8209418', '8212282']"
8208745,"['8208781', '8200612']"
8208751,"['8208233', '8213255', '8213547', '8208710', '8211817']"
8208755,"['8208403', '8208610', '8208049', '8209663']"
8208773,"['8208774', '8209240', '8209500', '8209606', '8209713', '8207798', '8207794']"
8208774,"['8208773', '8209606', '8209140', '8209713']"
8208775,"['8200304', '8207726', '8212497', '8000640', '8208049']"
8208781,"['8208173', '8208745', '8208847', '8200612', '8208572']"
8208787,"['8208336', '8208364', '8208587', '8208717', '8208270']"
8208819,"['8208314', '8208688', '8211939', '8208458', '8208854']"
8208847,"['8208173', '8208336', '8208781', '8208292', '8208572', '8208734', '8208567']"
8208861,"['8208888', '8209248', '8209754', '8209876', '8212486', '8209650', '8209858']"
8208880,"['8209088', '8209418']"
8208884,"['8208888', '8209342', '8212830', '8209657', '8200099']"
8208885,"['8200304', '8203635', '8209733', '8209906', '8212497', '8204446', '8209370']"
8208888,"['8208861', '8208884', '8209754', '8212486', '8212830', '8209657']"
8208902,"['8206688', '8207727', '8207966', '8209191', '8207854']"
8208925,"['8208429', '8208466', '8209391', '8209614', '8212223', '8208645', '8212282']"
8209008,"['8000567', '8209648', '8209244', '8209845']"
8209016,"['8208307', '8208429', '8209031', '8209158', '8209614', '8208118', '8208177', '8212420']"
8209019,"['8200730', '8209353', '8208784', '8209599', '8208867']"
8209031,"['8207311', '8208307', '8209016', '8208118']"
8209059,"['8209532', '8209700', '8209876', '8209858', '8209586', '8208947', '8208984']"
8209065,"['8209690', '8212112', '8217259', '8205095', '8204317']"
8209069,"['8209532', '8209750', '8209184', '8209244', '8208984', '8209819']"
8209106,"['8209298', '8209556', '8208963', '8208922']"
8209109,"['8203924', '8208474', '8204940', '8208269', '8208772']"
8209115,"['8209088', '8209418']"
8209119,"['8209546', '8209122']"
8209158,"['8209016', '8200264', '8208118', '8212420', '8209563', '8209233']"
8209193,"['8209258', '8209374', '8209066']"
8209206,"['8208244', '8209515', '8209686', '8207905']"
8209215,"['8209906', '8212497', '8212595', '8208910', '8209295', '8209370']"
8209229,"['8200653', '8209794', '8200548', '8209506', '8209179', '8209078', '8209827']"
8209240,"['8208773', '8209500', '8209606', '8208568']"
8209248,"['8208861', '8209650', '8209855', '8209829']"
8209251,"['8208053', '8208069', '8216695', '8216426', '8209510']"
8209258,"['8200041', '8203494', '8209193', '8209374', '8208965', '8209066']"
8209276,"['8203924', '8207873', '8208338', '8208474', '8208659', '8209351', '8209533', '8209249']"
8209289,['8209374']
8209292,"['8209733', '8209935', '8209855']"
8209298,"['8209106', '8209496', '8209144', '8209301', '8200580']"
8209306,"['8207803', '8208141', '8207838']"
8209336,"['8200406', '8209168', '8209506', '8209179', '8208965']"
8209342,"['8208884', '8209728', '8212830', '8209145', '8209295']"
8209351,"['8208338', '8209276', '8209489', '8209661', '8209533', '8200647', '8209599', '8209192', '8208867']"
8209353,"['8200730', '8209019', '8208298', '8200647', '8209599']"
8209367,"['8207311', '8207944', '8208091', '8208118', '8207900', '8207850', '8209403']"
8209374,"['8203494', '8204717', '8209193', '8209258', '8209289', '8205285']"
8209391,"['8208466', '8208721', '8208925', '8209088', '8208645']"
8209424,"['8209457', '8208963', '8209845', '8209772']"
8209442,"['8204825', '8204853', '8205215', '8208606', '8209536', '8208269', '8208772']"
8209457,"['8209424', '8209924', '8209750', '8208963', '8209845']"
8209476,"['8208963', '8209791', '8000564']"
8209489,"['8209351', '8209533', '8207838', '8200647']"
8209496,"['8209298', '8000564', '8200580', '8209765', '8209583', '8200066']"
8209500,"['8208526', '8208773', '8209240', '8208568', '8207733', '8207798']"
8209501,"['8208091', '8208526', '8208568', '8209516']"
8209517,"['8207867', '8207966', '8208357', '8209028', '8207905']"
8209532,"['8209059', '8209069', '8209700', '8209184', '8208984']"
8209546,"['8209119', '8209634', '8209648', '8209122']"
8209606,"['8208773', '8208774', '8209240', '8208568', '8207850', '8209563', '8209233', '8209140']"
8209609,"['8208020', '8208423', '8216600', '8207996', '8209467']"
8209614,"['8208429', '8208925', '8209016', '8212223', '8212460', '8212463', '8212420']"
8209634,"['8209546', '8209122', '8209829', '8209495']"
8209661,"['8207926', '8208338', '8209351', '8208867', '8209034', '8204617']"
8209680,"['8208020', '8216600', '8208019', '8208437']"
8209690,"['8208406', '8209065', '8217259', '8205095', '8204617']"
8209700,"['8209059', '8209532', '8209184', '8209586', '8209244']"
8209728,"['8209342', '8212830', '8209145']"
8209733,"['8205015', '8208885', '8209292', '8204446', '8209370', '8209935', '8209855']"
8209754,"['8208861', '8208888', '8209650', '8209657']"
8209794,"['8200138', '8200407', '8200653', '8209229', '8209499', '8209506']"
8209830,"['8200235', '8209765', '8200066']"
8209876,"['8208861', '8209059', '8212486', '8209858', '8208947', '8212583']"
8209899,"['8200387', '8209144', '8209301', '8200580', '8209178', '8214435']"
8209906,"['8208885', '8209215', '8212497', '8209370']"
8209924,"['8209457', '8209750', '8209556', '8208963']"
8210639,"['8210824', '8211314']"
8210824,"['8210639', '8211599']"
8211021,"['8205993', '8206379', '8207237', '8211177', '8207154', '8207360']"
8211074,"['8206379', '8207452', '8211113', '8211177']"
8211113,"['8211074', '8211177']"
8211314,"['8210639', '8211448']"
8211448,"['8211314', '8210907']"
8211472,"['8211522', '8211526', '8211575', '8211582', '8211672', '8212120']"
8211491,"['8211913', '8211974', '8211867', '8212162']"
8211492,"['8211704', '8212174', '8211667', '8211666', '8211789']"
8211496,"['8211650', '8211665', '8211835', '8211898', '8211986', '8212198', '8212002', '8211864', '8211829']"
8211504,"['8211966', '8211918', '8211819', '8211498']"
8211522,"['8211472', '8211575', '8211672', '8211966', '8212145']"
8211526,"['8211472', '8211582', '8211776', '8212012', '8212048', '8212120']"
8211538,"['8211582', '8211672', '8212092', '8212160', '8216714', '8216364', '8212145']"
8211542,"['8208314', '8208565', '8211566', '8211939', '8211598', '8211990', '8212189']"
8211555,"['8212044', '8212058', '8211797', '8204966']"
8211557,"['8211646', '8211928', '8212073', '8211765']"
8211566,"['8211542', '8211990', '8211791', '8211765', '8200174']"
8211571,"['8211919', '8211956', '8212182', '8216950', '8212081', '8211792', '8211689']"
8211575,"['8211472', '8211522', '8211913', '8211966', '8211974', '8212120']"
8211576,"['8211706', '8211892', '8211867', '8211743', '8211483']"
8211582,"['8211472', '8211526', '8211538', '8211672', '8212048', '8216364', '8211605', '8216420']"
8211591,"['8213366', '8211763', '8208710', '8212067']"
8211599,"['8210824', '8212194', '8212061', '8211607']"
8211608,"['8212086', '8211667', '8211601', '8212031']"
8211637,"['8211879', '8216900', '8216440', '8211797', '8204966']"
8211646,"['8211557', '8211928', '8211791', '8211765']"
8211650,"['8211496', '8211678', '8211835', '8211999', '8212198', '8212002', '8212114', '8211819']"
8211654,"['8212042', '8212044', '8211564', '8211498', '8212103']"
8211660,"['8211933', '8211985', '8211763', '8212108', '8212168']"
8211665,"['8208550', '8211496', '8211898', '8211986', '8211648', '8211864']"
8211672,"['8211472', '8211522', '8211538', '8211582', '8212145']"
8211675,"['8211887', '8212073', '8212101', '8212174', '8211765']"
8211678,"['8211650', '8212198', '8212114', '8211564']"
8211704,"['8211492', '8212086', '8211667', '8211666', '8211789']"
8211706,"['8211576', '8211842', '8211892', '8211946', '8211996', '8208514']"
8211776,"['8211526', '8211956', '8212012', '8212048', '8211622', '8212041']"
8211835,"['8211496', '8211650', '8212002']"
8211842,"['8211706', '8212002', '8211996']"
8211879,"['8211637', '8212160', '8216714', '8216900', '8216912', '8211797']"
8211887,"['8211675', '8212174']"
8211892,"['8211576', '8211706', '8211946', '8211483', '8208475', '8208811', '8208306']"
8211898,"['8211496', '8211665', '8211864']"
8211904,"['8211666', '8211789', '8211980', '8211615']"
8211913,"['8211491', '8211575', '8211966', '8211974', '8211918', '8211832', '8211867']"
8211919,"['8211571', '8212182', '8212179', '8211689']"
8211928,"['8207452', '8211557', '8211646', '8211990', '8211791']"
8211933,"['8203391', '8204707', '8211660', '8211985', '8213366', '8211763']"
8211939,"['8207383', '8208314', '8208688', '8208819', '8211542', '8212037', '8211598']"
8211940,"['8212101', '8212194', '8212169']"
8211946,"['8211706', '8211892', '8208514', '8208306']"
8211956,"['8211571', '8211776', '8212012', '8216950', '8211622', '8212081', '8216762', '8212029', '8212094']"
8211966,"['8211504', '8211522', '8211575', '8211913', '8211918', '8212145', '8211498']"
8211970,"['8200251', '8204826', '8205386', '8211985', '8211936']"
8211974,"['8211491', '8211575', '8211913', '8212120', '8212162', '8211947']"
8211985,"['8200251', '8204707', '8211660', '8211933', '8211970', '8212168', '8211936']"
8211986,"['8208550', '8211496', '8211665', '8212002', '8211996', '8208514', '8208479']"
8211999,"['8211650', '8212042', '8212114', '8211819', '8211564']"
8212012,"['8211526', '8211776', '8211956', '8212120', '8211947', '8212094', '8212019']"
8212037,"['8206737', '8207383', '8211939', '8211598', '8211990']"
8212042,"['8211654', '8211999', '8211819', '8211564', '8211498']"
8212044,"['8211555', '8211654', '8205158', '8212103', '8212058', '8204966']"
8212046,"['8212086', '8211666', '8212029', '8212094', '8212019']"
8212048,"['8211526', '8211582', '8211776', '8212041', '8211605']"
8212054,"['8216565', '8216824', '8216920', '8212041', '8211605', '8216420']"
8212073,"['8211557', '8211675', '8212101', '8211765']"
8212086,"['8211608', '8211704', '8212046', '8211667', '8211666', '8212031', '8212029']"
8212092,"['8211538', '8212160', '8212145', '8211984', '8212103', '8212058', '8211797']"
8212101,"['8211675', '8211940', '8212073', '8212174', '8212169']"
8212112,"['8204845', '8209065', '8217259', '8216643', '8216440', '8204966', '8204645', '8204317']"
8212119,"['8208668', '8211789', '8211615', '8211743']"
8212160,"['8211538', '8211879', '8212092', '8216714', '8211797']"
8212174,"['8211492', '8211675', '8211887', '8212101', '8211667', '8212169']"
8212182,"['8211571', '8211919', '8216950', '8200185', '8212179']"
8212194,"['8211599', '8211940', '8212169', '8211607', '8212179', '8211689', '8211620']"
8212198,"['8211496', '8211650', '8211678', '8211564', '8211829', '8212067', '8212108']"
8212223,"['8208925', '8209614', '8212463', '8212282', '8212609']"
8212229,"['8212282', '8212609', '8212607', '8212818', '8212419']"
8212248,"['8212959', '8200264', '8212689', '8212225', '8209233', '8209140', '8209713']"
8212436,"['8212593', '8212752', '8212901', '8212930', '8212872', '8212293', '8212310', '8212301']"
8212460,"['8209614', '8212463', '8212420', '8212689', '8212225', '8212818']"
8212463,"['8209614', '8212223', '8212460', '8212609', '8212818']"
8212486,"['8208861', '8208888', '8209876', '8212830', '8212427', '8212583']"
8212497,"['8200304', '8207726', '8208775', '8208885', '8209215', '8209906', '8212595']"
8212534,"['8212556', '8212790', '8212964', '8212314', '8212419', '8212508']"
8212556,"['8212534', '8212964', '8212607', '8212419']"
8212557,"['8212895', '8200712', '8212579', '8212314']"
8212593,"['8212436', '8212736', '8212278', '8212508', '8212293', '8212301', '8212769']"
8212597,"['8212759', '8212462', '8212961', '8212384', '8212474', '8212787']"
8212736,"['8212593', '8212278', '8212961', '8200684', '8212443', '8212474', '8212791', '8212769']"
8212752,"['8212436', '8212824', '8212830', '8212872', '8200683', '8212301', '8212427']"
8212759,"['8212597', '8212923', '8212462', '8200712', '8212579', '8212384']"
8212790,"['8212534', '8212419', '8212508', '8212293', '8212753']"
8212824,"['8212752', '8212830', '8212872', '8200683', '8200673', '8209145', '8200661']"
8212895,"['8212557', '8212964', '8212607', '8212314']"
8212901,"['8212436', '8212930', '8212293', '8212753', '8212631', '8212232']"
8212923,"['8200208', '8212759', '8200712', '8212384', '8212518', '8212710']"
8212930,"['8212436', '8212901', '8212232', '8212310']"
8212938,"['8207726', '8212595', '8212784', '8212243', '8212783']"
8212959,"['8212248', '8212225', '8209713', '8212256', '8212631', '8212232']"
8212964,"['8212534', '8212556', '8212895', '8212607', '8212314']"
8213041,"['8207929', '8207999', '8207759', '8213077', '8213108', '8213028', '8213194']"
8213224,"['8213338', '8213523', '8213537', '8213636', '8213640', '8213666', '8213616']"
8213227,"['8200209', '8205000', '8205378', '8213257', '8213378', '8213404', '8213354']"
8213231,"['8213557', '8213361', '8213556', '8213260', '8213375', '8213278', '8213455', '8213489']"
